Time Updated,Total Entries
2018-04-04 22:38:00,16480

User ID,User Name,Visa Type,Visa Entry,City,Major,Visa Status,Check Date,Complete Date,Waiting Days
00083,worry,F1,Renewal,ChengDu,Biomedical Sciences,2009-02-02,2009-05-22,109,detail 
00084,iiv,F1,Renewal,Others,Chemistry,2009-02-03,2009-03-12,37,detail
00085,yunzhongxue,J1,New,Others,Microbiology,2009-02-03,2009-05-22,108,detail
00086,Xiaoming,J1,Renewal,ChengDu,Mechanical Egineering,2009-02-03,2009-05-22,108,detail
00087,Gemini,J1,New,Others,N/A,2009-02-03,2009-05-22,108,detail 
00088,buaa,B2,New,BeiJing,N/A,2009-02-03,2009-04-24,80,detail
00089,neenee,B2,New,BeiJing,NA,2009-02-03,2009-04-24,80,detail
00090,lvcp,J1,New,Others,biophysics,2009-02-04,2009-07-31,177,detail
00091,mayawww,F1,,BeiJing,biology,2009-02-04,2009-03-09,33,detail
00092,time fly,J1,New,ShenYang,chemistry,2009-02-04,2009-03-13,37,detail
00093,nicej,J1,New,ShangHai,Biology,2009-02-04,2009-05-27,112,detail 
00094,idontknow,H1,New,ChengDu,IT,2009-02-04,2009-04-14,69,detail
00095,horseinfly,J1,New,BeiJing,microbiology,2009-02-04,2009-05-22,107,detail 
00096,flyingrock,L1,New,BeiJing,CS,2009-02-04,2009-04-27,82,detail
00097,readinsnow,H1,Renewal,ChengDu,Physics,2009-02-04,2009-04-28,83,detail
00098,efm,H1,Renewal,Others,Chemistry,2009-02-04,2009-04-27,82,detail
00099,madmatrix,H4,New,ShangHai,Computer Science,2009-02-05,2009-04-28,82,detail
00100,trueconan,F1,,BeiJing,Bioengineering,2009-02-05,2009-05-22,106,detail 
00101,paradisezl,H1,New,ShangHai,biology,2009-02-05,2009-04-27,81,detail
00102,underthemoon,J1,New,BeiJing,Microbiology,2009-02-05,2009-05-22,106,detail
00103,WF,H1,Renewal,BeiJing,Medicine,2009-02-05,2009-05-15,99,detail
00104,D_xili,J1,New,BeiJing,Microbiology,2009-02-06,2009-05-07,90,detail
00105,***,B1,New,ShangHai,thermal energy,2009-02-09,2009-04-24,74,detail
00106,waterfeeling,B1,New,ShangHai,computer science,2009-02-09,2009-04-30,80,detail
00107,may109,F1,Renewal,ChengDu,CS,2009-02-09,2009-05-12,92,detail 
00108,frada,H1,Renewal,BeiJing,ME,2009-02-09,2009-04-27,77,detail
00109,fanfare,F1,Renewal,ChengDu,Materials Science,2009-02-09,2009-05-07,87,detail 
00110,Ida,H1,Renewal,GuangZhou,N/A,2009-02-09,2009-05-09,89,detail
00111,wanderingsam,H1,New,ShenYang,physics,2009-02-09,2009-05-13,93,detail
00112,cylouisa,H1,,ChengDu,N/A,2009-02-11,2009-04-28,76,detail 
00113,aibiqian,J1,New,Others,biology,2009-02-11,2009-03-11,28,detail
00114,weektree,H1,Renewal,BeiJing,N/A,2009-02-11,2009-04-28,76,detail
00115,mindy_nt,J1,New,ShangHai,biochemistry,2009-02-11,2009-04-15,63,detail
00116,continue,B2,Renewal,BeiJing,EE,2009-02-11,2009-04-27,75,detail
00117,qyp29,J1,New,ShangHai,medicine,2009-02-12,2009-04-09,56,detail
00118,X__X,F1,,ChengDu,CompSci,2009-02-12,2009-03-13,29,detail
00119,blw,H1,Renewal,BeiJing,medicine,2009-02-12,2009-04-27,74,detail
00120,linklisa,H1,New,ShangHai,medicine chemistry,2009-02-12,2009-04-30,77,detail
00121,icanfly,H1,Renewal,ShangHai,Aerospace,2009-02-12,2009-04-28,75,detail
00122,zyn,H4,New,BeiJing,N/A,2009-02-12,2009-05-04,81,detail
00123,mpi,H1,Renewal,ShangHai,BME,2009-02-12,2009-04-28,75,detail
00124,linklisa,H4,New,ShangHai,N/A,2009-02-12,2009-04-30,77,detail
00125,linklisa,H1,New,ShangHai,N/A,2009-02-12,2009-04-30,77,detail
00126,photovoltaic,J1,New,ShenYang,chemistry engineering,2009-02-13,2009-03-09,24,detail
00127,jkl200301,J1,New,ShenYang,Chemistry,2009-02-17,2009-04-10,52,detail
00128,sundaysun,H1,Renewal,Others,N/A,2009-02-17,2009-05-01,73,detail 
00129,simpleweal,H1,New,BeiJing,Biochemistry,2009-02-17,2009-04-29,71,detail
00130,Leo,L1,New,GuangZhou,CS,2009-02-18,2009-05-04,75,detail
00131,Leo82,F1,Renewal,BeiJing,BME,2009-02-18,2009-04-13,54,detail
00132,magicgenome,J1,New,BeiJing,bio,2009-02-19,2009-04-14,54,detail
00133,magicxt,J1,New,BeiJing,Automation,2009-02-19,2009-04-14,54,detail
00134,ltx00000,J1,New,BeiJing,chemistry,2009-02-19,2009-04-14,54,detail
00135,zwyk,H1,Renewal,ShangHai,Biomedicine,2009-02-19,2009-05-06,76,detail 
00136,ingott,B1,New,Others,Computer Science,2009-02-19,2009-05-26,96,detail
00137,911xx,H1,New,ShangHai,BIOCHEM,2009-02-20,2009-05-02,71,detail
00138,cxlpumc,H1,New,BeiJing,medicine,2009-02-23,2009-03-23,28,detail
00139,feifei,J1,New,BeiJing,BME,2009-02-24,2009-04-09,44,detail
00140,DragonNew,H1,New,BeiJing,Microbiology,2009-02-24,2009-05-26,91,detail
00141,boltoph,J1,New,Others,Physics,2009-02-25,2009-04-28,62,detail
00142,ZnPMg,B1,New,Others,chemical engineering,2009-02-25,2009-05-18,82,detail
00143,emsfly,J1,New,ShangHai,developmental biology,2009-02-25,2009-03-13,16,detail
00144,hkc593,F1,Renewal,Vancouver ,CS,2009-02-25,2009-03-18,21,detail
00145,Isiss,B1,New,BeiJing,EE,2009-02-25,2009-05-15,79,detail
00146,weiwei,J2,,ChengDu,physics,2009-02-26,2009-03-19,21,detail
00147,jefferson,J1,New,BeiJing,molecular biology,2009-02-26,2009-03-13,15,detail
00148,ALBERT,J1,New,ShangHai,reservoir engineering,2009-02-26,2009-03-13,15,detail
00149,uchinaboy,F1,New,BeiJing,Health Informatics,2009-02-27,2009-03-13,14,detail
00150,huoya,J1,New,ShangHai,pharm eng,2009-02-27,2009-03-11,12,detail
00151,daisy,F1,New,ShenYang,N/A,2009-02-27,2009-03-10,11,detail
00152,pingnano,J1,New,ShenYang,Chemistry,2009-02-27,2009-03-12,13,detail
00153,jouyang2002,H1,Renewal,Others,Materials Science,2009-03-01,2009-05-08,68,detail
00154,salina,F1,New,ShangHai,cs,2009-03-01,2009-04-14,44,detail
00155,nona,F1,New,ShangHai,EE,2009-03-02,2009-03-11,9,detail
00156,billyjackson,B1,New,Europe,Computer Science,2009-03-03,2009-05-13,71,detail
00157,pkuwen,B1,New,ShangHai,Toxicology,2009-03-04,2009-05-15,72,detail
00158,-,J1,New,ShangHai,Mechanical Engineering,2009-03-04,2009-04-02,29,detail
00159,liz830529,B2,New,ShangHai,bio,2009-03-04,2009-05-14,71,detail
00160,jjjc,J1,New,ShangHai,Bio ,2009-03-04,2009-03-11,7,detail
00161,HEWU,J1,New,ShangHai,EE,2009-03-04,2009-03-20,16,detail
00162,HEWU,J2,New,ShangHai,N/A,2009-03-04,2009-03-20,16,detail
00163,bearjie,J1,New,ChengDu,materials physics an,2009-03-05,2009-03-30,25,detail
00164,370687198302160,J1,,ChengDu,Materials Physics and Che,2009-03-05,2009-03-27,22,detail
00165,heu202,H1,Renewal,Others,Mechanical Engineering,2009-03-05,2009-05-13,69,detail
00166,zeleehom,F1,New,BeiJing,chemistry,2009-03-05,2009-03-28,23,detail 
00167,liuneon,L1,New,ShangHai,N/A,2009-03-05,2009-05-15,71,detail
00168,mmd,B1,New,Europe,Computer Science,2009-03-05,2009-05-22,78,detail
00169,leftbank,L1,New,GuangZhou,EE,2009-03-05,2009-09-16,195,detail 
00170,yaolihuaxqp,J1,New,GuangZhou,neurophysiology,2009-03-06,2009-03-27,21,detail
00171,ufile,B2,Renewal,Toronto ,Biochemistry,2009-03-06,2009-05-13,68,detail
00172,sarlett,B1,New,Others,生物,2009-03-06,2009-05-12,67,detail
00173,yenannan,H1,New,ShenYang,chemistry,2009-03-06,2009-05-15,70,detail
00174,150102196305061,J1,New,BeiJing,chemical engineering,2009-03-06,2009-07-30,146,detail
00175,老5,F1,New,GuangZhou,N/A,2009-03-09,2009-03-13,4,detail
00176,LAF1126,F2,Renewal,GuangZhou,chemistry,2009-03-09,2009-04-09,31,detail
00177,sllswd,F1,Renewal,ShangHai,EE,2009-03-09,2009-04-01,23,detail
00178,singapore,B1,New,Others,bioinformatics,2009-03-09,2009-05-15,67,detail
00179,shannon,F1,New,ShangHai,Microsystem,2009-03-10,2009-03-31,21,detail
00180,bbsid,J1,New,ShangHai,Physical Chemistry,2009-03-11,2009-03-31,20,detail
00181,TIANL,J2,New,Others,N/A,2009-03-11,2009-04-03,23,detail
00182,sltong,J1,New,ShangHai,biology,2009-03-11,2009-03-30,19,detail
00183,txj1012,H1,New,ChengDu,biology,2009-03-11,2009-05-19,69,detail
00184,lilikiu,J1,New,BeiJing,biology,2009-03-11,2009-06-10,91,detail
00185,jerryhh,H1,New,ShangHai,structure biology,2009-03-12,2009-05-29,78,detail
00186,ecer,J1,New,BeiJing,chemistry,2009-03-12,2009-04-01,20,detail
00187,eaglewest,J1,New,BeiJing,ME,2009-03-12,2009-05-08,57,detail
00188,zyz,F1,New,BeiJing,MAE,2009-03-12,2009-04-21,40,detail
00189,mao,J1,Renewal,ChengDu,N/A,2009-03-12,2009-04-03,22,detail
00190,qjliu,B2,New,BeiJing,Physics Engineering,2009-03-12,2009-05-27,76,detail
00191,johnson21,H1,New,BeiJing,Materials Science,2009-03-12,2009-05-18,67,detail
00192,johnson21family,H4,New,BeiJing,N/A,2009-03-12,2009-05-18,67,detail
00193,ywu,B1,New,Others,CS,2009-03-13,2009-05-20,68,detail
00194,1234,H1,New,BeiJing,Biochemistry,2009-03-13,2009-05-23,71,detail
00195,SHVacation,H1,New,ShangHai,Chemical Engineering,2009-03-16,2009-05-19,64,detail
00196,dabao,H1,Renewal,ShangHai,Chemistry,2009-03-16,2009-05-20,65,detail 
00197,baobao,H1,New,ShangHai,ME,2009-03-16,2009-05-20,65,detail
00198,yjwei,J1,New,ShenYang,Aerospace Engineering,2009-03-16,2009-05-26,71,detail
00199,redocean,B1,New,BeiJing,business mgt,2009-03-16,2009-04-10,25,detail
00200,anan,H1,New,Others,CS,2009-03-16,2009-03-30,14,detail
00201,checking,H1,New,Ottawa,CS,2009-03-16,2009-09-14,182,detail
00202,harbiner,F2,New,BeiJing,EE,2009-03-17,2009-04-16,30,detail 
00203,opalyang,B1,New,Others,EE,2009-03-18,2009-05-19,62,detail 
00204,sunnycq,J1,New,BeiJing,biology,2009-03-19,2009-04-29,41,detail
00205,Mikening,J1,New,BeiJing,Physics,2009-03-19,2009-04-29,41,detail
00206,londonusavisa,B1,New,Others,EE,2009-03-19,2009-05-20,62,detail 
00207,wangcapital,J1,New,GuangZhou,pathology,2009-03-20,2009-04-16,27,detail
00208,stm,F1,Renewal,Others,Chem Eng,2009-03-20,2009-05-04,45,detail
00209,yhchen4,J1,New,BeiJing,CS,2009-03-20,2009-04-29,40,detail
00210,wuhong,B1,New,ShenYang,Supercuducting technology,2009-03-20,2009-06-01,73,detail
00211,carol,F1,New,BeiJing,CS,2009-03-20,2009-04-29,40,detail
00212,daysunny,J1,Renewal,BeiJing,N/A,2009-03-20,2009-04-29,40,detail
00213,baiseliao,J1,New,ShangHai,CS,2009-03-20,2009-04-29,40,detail
00214,lijun,J1,New,ChengDu,Biology,2009-03-20,2009-05-08,49,detail 
00215,lava2000,B1,New,GuangZhou,Physics,2009-03-23,2009-06-16,85,detail
00216,leeaoran,B2,New,BeiJing,bioinformatics,2009-03-23,2009-05-22,60,detail
00217,Tiantian,F2,New,BeiJing,CS,2009-03-23,2009-05-04,42,detail
00218,Fu Hao,J1,New,ChengDu,ME,2009-03-23,2009-05-05,43,detail
00219,redhooligan,B1,New,BeiJing,N/A,2009-03-23,2009-05-29,67,detail 
00220,ferrer,B1,New,ShangHai,Control science,2009-03-23,2009-05-30,68,detail
00221,chrisyl,B1,New,BeiJing,Microelectronics,2009-03-24,2009-05-21,58,detail
00222,chy121,J2,New,BeiJing,CE,2009-03-24,2009-05-04,41,detail
00223,qevan,B1,New,Others,Computer Science,2009-03-24,2009-05-28,65,detail 
00224,julia.sun,H1,Renewal,Montreal ,Materials Science and eng,2009-03-25,2009-05-20,56,detail
00225,yli24,B2,New,ChengDu,chem,2009-03-26,2009-06-03,69,detail
00226,OrGun,J1,New,ShenYang,EE,2009-03-26,2009-05-06,41,detail
00227,gpan,J1,Renewal,ShangHai,Computer Science,2009-03-26,2009-05-02,37,detail
00228,vered,B1,New,ChengDu,biology,2009-03-26,2009-05-29,64,detail
00229,wiley,H1,Renewal,ShangHai,Physics,2009-03-26,2009-05-27,62,detail
00230,cjwbhu,F2,New,GuangZhou,finance,2009-03-27,2009-04-08,12,detail
00231,xiaoqin,J2,New,BeiJing,cs,2009-03-27,2009-04-30,34,detail
00232,windreed,H1,New,ShenYang,Neurology,2009-03-27,2009-05-30,64,detail
00233,albert,J1,Renewal,ShangHai,N/A,2009-03-27,2009-05-06,40,detail 
00234,exile330,L2,New,BeiJing,N/A,2009-03-27,2009-04-09,13,detail
00235,sy2009,H1,Renewal,ShenYang,chemistry,2009-03-27,2009-05-27,61,detail
00236,zhuangjin,H1,New,Others,Computer Science,2009-03-27,2009-05-27,61,detail
00237,Cathy,J1,New,BeiJing,Pesticide Chemistry,2009-03-27,2009-04-30,34,detail
00238,williamzwly,F1,New,ShangHai,Biomedical Informatics,2009-03-30,2009-04-30,31,detail
00239,G33647221,J1,New,ChengDu,physical chemistry,2009-03-30,2009-05-12,43,detail
00240,paulpaul,J1,New,ShenYang,Physical Chemistry ,2009-03-30,2009-05-10,41,detail 
00241,tkelsen,B1,Renewal,BeiJing,mechanical engineering,2009-03-30,2009-06-01,63,detail
00242,tkelsen,B1,Renewal,BeiJing,mechanical engineering,2009-03-30,2009-06-01,63,detail
00243,streamer,F1,New,ShangHai,ME,2009-03-30,2009-05-16,47,detail 
00244,none123,H1,Renewal,BeiJing,ECE,2009-03-30,2009-05-29,60,detail
00245,supertcxs,B2,New,ShenYang,N/A,2009-03-30,2009-06-01,63,detail
00246,miazhang,J1,Renewal,Others,computer science,2009-03-31,2009-05-06,36,detail 
00247,vanillahill,H1,New,BeiJing,Biochemistry,2009-04-01,2009-05-29,58,detail
00248,JoeJob,J1,New,ShangHai,Physics,2009-04-01,2009-05-05,34,detail
00249,j1,J1,New,ShangHai,bioinfo,2009-04-01,2009-04-30,29,detail
00250,ZSC,H1,Renewal,ChengDu,Biology,2009-04-01,2009-06-01,61,detail
00251,tony815,F1,Renewal,ShangHai,Physics,2009-04-01,2009-05-04,33,detail 
00252,number,H1,Renewal,ShangHai,engineering,2009-04-02,2009-05-29,57,detail 
00253,cgydhw,J1,New,BeiJing,biotechnology,2009-04-02,2009-05-04,32,detail
00254,momo,J1,New,ShangHai,ME,2009-04-02,2009-05-08,36,detail
00255,happy_0,J1,New,BeiJing,chemistry,2009-04-02,2009-07-16,105,detail 
00256,zouyulong,J1,New,ShangHai,N/A,2009-04-02,2009-05-04,32,detail
00257,SIMONY,L1,New,ShangHai,EE,2009-04-02,2009-05-29,57,detail
00258,linzd,J1,New,BeiJing,materials,2009-04-03,2009-05-22,49,detail
00259,mj,B1,New,BeiJing,Microelectronics,2009-04-03,2009-06-03,61,detail
00260,jjtt,H1,New,ChengDu,BME,2009-04-07,2009-06-03,57,detail
00261,fish,B1,New,BeiJing,CS,2009-04-07,2009-05-27,50,detail
00262,refurbish,B1,New,Others,cs,2009-04-07,2009-06-02,56,detail
00263,cjmm,J1,New,ShangHai,biology,2009-04-07,2009-05-11,34,detail
00264,whitney,J1,New,BeiJing,Biology,2009-04-07,2009-05-07,30,detail
00265,Fiona,F1,New,BeiJing,Business,2009-04-07,2009-04-14,7,detail
00266,yp,B2,New,ChengDu,finance,2009-04-09,2009-06-02,54,detail
00267,zhuzz05,F1,New,BeiJing,ChE,2009-04-09,2009-05-06,27,detail
00268,garyzhuzhu,L1,New,BeiJing,EE,2009-04-09,2009-05-29,50,detail
00269,wff,J1,New,ShangHai,physics,2009-04-10,2009-05-29,49,detail
00270,linda,J2,New,BeiJing,telecommunication and inf,2009-04-13,2009-04-28,15,detail 
00271,fs,F1,New,BeiJing,Computer Science,2009-04-13,2009-04-28,15,detail
00272,lavenderuc,F1,Renewal,ChengDu,information science,2009-04-13,2009-05-15,32,detail
00273,Laudrup,B2,New,ChengDu,N/A,2009-04-13,2009-06-05,53,detail
00274,cavalxu,H1,Renewal,ShangHai,Bioinformatics,2009-04-13,2009-05-28,45,detail
00275,jiali328,H1,New,BeiJing,ChE,2009-04-13,2009-05-29,46,detail
00276,kanuki,H1,New,Others,biochemistry,2009-04-14,2009-05-29,45,detail
00277,ldm707,J2,New,BeiJing,mechanical design and the,2009-04-14,2009-05-04,20,detail
00278,Hing,J1,New,GuangZhou,Cell Biology,2009-04-14,2009-04-28,14,detail
00279,funmaking,J1,New,ShangHai,physical chemistry,2009-04-14,2009-04-28,14,detail 
00280,amerson,H4,New,Others,biochemistry,2009-04-14,2009-05-29,45,detail
00281,Davidit,H1,New,ShangHai,Pharmacology,2009-04-14,2009-06-03,50,detail
00282,zhazhe,H1,Renewal,ShangHai,EE,2009-04-15,2009-06-16,62,detail
00283,ZiT,F1,New,BeiJing,Environmental Engineering,2009-04-15,2009-05-06,21,detail
00284,nuanfeng,J1,New,BeiJing,physical chemistry,2009-04-15,2009-05-11,26,detail
00285,zsyang921,J1,New,BeiJing,Biochemistry,2009-04-15,2009-05-08,23,detail
00286,shuttle11,J1,New,BeiJing,Computer Science,2009-04-15,2009-05-08,23,detail
00287,jiangdw,J1,New,BeiJing,Materials Science,2009-04-15,2009-05-08,23,detail
00288,gg444,H4,New,BeiJing,biology,2009-04-15,2009-06-04,50,detail
00289,ssllff,H1,New,ChengDu,Genetics,2009-04-15,2009-06-19,65,detail
00290,Hang,J1,New,Others,bioology,2009-04-15,2009-05-08,23,detail 
00291,titi,H1,Renewal,ChengDu,Chemistry,2009-04-15,2009-06-23,69,detail
00292,jiafei,H1,Renewal,ShangHai,EE,2009-04-15,2009-05-29,44,detail
00293,bart,F1,New,BeiJing,CS,2009-04-16,2009-05-11,25,detail
00294,wait,B2,New,BeiJing,N/A,2009-04-16,2009-06-11,56,detail 
00295,dtx,F1,New,ChengDu,chemistry,2009-04-16,2009-06-11,56,detail
00296,rainingmorning,H1,New,ShangHai,Chemical Engineering,2009-04-17,2009-06-03,47,detail
00297,JS,B1,New,Others,Chemistry,2009-04-17,2009-06-02,46,detail 
00298,anzhen,H1,New,BeiJing,Biology,2009-04-20,2009-06-01,42,detail 
00299,duedue,J1,New,ShangHai,Biology,2009-04-20,2009-05-12,22,detail
00300,G32563650,F1,New,BeiJing,Bio,2009-04-20,2009-05-11,21,detail
00301,Visa2009,F1,Renewal,BeiJing,Microbiology,2009-04-20,2009-05-18,28,detail 
00302,gcer,F1,New,ChengDu,CS,2009-04-21,2009-06-02,42,detail
00303,franc,F1,New,ChengDu,Artificial Intelligence,2009-04-21,2009-06-05,45,detail 
00304,cherry,F1,New,ShenYang,chemistry,2009-04-22,2009-05-25,33,detail 
00305,bigangela,F1,New,ShangHai,operation research,2009-04-22,2009-05-16,24,detail 
00306,Nicolas,F1,New,ShangHai,EE,2009-04-22,2009-05-16,24,detail
00307,taoqidemao,F1,New,ShenYang,physics,2009-04-22,2009-06-02,41,detail
00308,royluo,H1,Renewal,BeiJing,Biology,2009-04-23,2009-06-04,42,detail
00309,FrozenForest,F1,New,BeiJing,EE,2009-04-23,2009-05-30,37,detail
00310,sailingheart,F1,New,GuangZhou,ME,2009-04-23,2009-06-02,40,detail
00311,polysbs,J1,New,BeiJing,biochemistry polymer,2009-04-23,2009-05-29,36,detail 
00312,wuxiaomei,J1,New,BeiJing,Bioinformatics,2009-04-23,2009-05-18,25,detail
00313,ottawa,H1,Renewal,Ottawa,EE,2009-04-23,2009-06-04,42,detail
00314,zfaa,F1,New,BeiJing,ME,2009-04-23,2009-05-18,25,detail
00315,lukeliuhang,F1,New,ChengDu,MIS,2009-04-23,2009-06-02,40,detail
00316,Montrealcheckee,H1,New,Montreal ,Materials Science and Eng,2009-04-23,2009-06-03,41,detail 
00317,janeforever,F1,New,BeiJing,physics,2009-04-23,2009-06-05,43,detail
